id,question,answer_coordinates,answer_text,aggregation_labels
10,What spending category am I most consistent in from 1673310141 to 1703826707?,"[[3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,6
10,What spending category am I most inconsistent in from 1691360505 to 1703826707?,"[[33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What category am I least consistent in?,"[[33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What spending category am I most consistent in from 1691360505 to 1703826707?,"[[33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",transportation,6
10,What spending category am I most inconsistent in from 1700305695 to 1703826707?,"[[44, 3], [45, 3], [46, 3], [47, 3]]",contracted,5
10,What category am I least consistent in?,"[[44, 3], [45, 3], [46, 3], [47, 3]]",contracted,5
10,What spending category am I most consistent in from 1700305695 to 1703826707?,"[[44, 3], [45, 3], [46, 3], [47, 3]]",business,6
10,What spending category am I most inconsistent in from 1695459345 to 1703826707?,"[[39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
10,What category am I least consistent in?,"[[39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",misc,5
10,What spending category am I most consistent in from 1695459345 to 1703826707?,"[[39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,6
10,What spending category am I most inconsistent in from 1672687315 to 1703826707?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,5
10,What category am I least consistent in?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",lodging,5
10,What spending category am I most consistent in from 1672687315 to 1703826707?,"[[0, 3], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3], [12, 3], [13, 3], [14, 3], [15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",professional,6
10,What spending category am I most inconsistent in from 1699633951 to 1703826707?,"[[43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,5
10,What category am I least consistent in?,"[[43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",contracted,5
10,What spending category am I most consistent in from 1699633951 to 1703826707?,"[[43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,6
10,What spending category am I most inconsistent in from 1701575265 to 1703826707?,"[[45, 3], [46, 3], [47, 3]]",business,5
10,What category am I least consistent in?,"[[45, 3], [46, 3], [47, 3]]",business,5
10,What spending category am I most consistent in from 1701575265 to 1703826707?,"[[45, 3], [46, 3], [47, 3]]",business,6
10,What spending category am I most inconsistent in from 1691317445 to 1703826707?,"[[32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What category am I least consistent in?,"[[32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What spending category am I most consistent in from 1691317445 to 1703826707?,"[[32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,6
10,What spending category am I most inconsistent in from 1680667483 to 1703826707?,"[[15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What category am I least consistent in?,"[[15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What spending category am I most consistent in from 1680667483 to 1703826707?,"[[15, 3], [16, 3], [17, 3], [18, 3], [19, 3], [20, 3], [21, 3], [22, 3], [23, 3], [24, 3], [25, 3], [26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,6
10,What spending category am I most inconsistent in from 1688229809 to 1703826707?,"[[26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What category am I least consistent in?,"[[26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",agricultural,5
10,What spending category am I most consistent in from 1688229809 to 1703826707?,"[[26, 3], [27, 3], [28, 3], [29, 3], [30, 3], [31, 3], [32, 3], [33, 3], [34, 3], [35, 3], [36, 3], [37, 3], [38, 3], [39, 3], [40, 3], [41, 3], [42, 3], [43, 3], [44, 3], [45, 3], [46, 3], [47, 3]]",clothing,6
10,What is the total amount I've spent from 1700543507 to 1703826707?,"[[47, 1], [46, 1], [45, 1]]",639.89,0
10,What is the total amount I've spent in contracted from 38 days ago to today?,"[[46, 1]]",173.89,0
10,What is the total amount I've spent in business from 1700543507 to 1703826707?,"[[47, 1]]",247.11,0
10,What is the total amount I've spent in lodging from 38 days ago to today?,"[[45, 1]]",218.89,0
10,What is the total amount I've spent from 1699506707 to 1703826707?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1]]",1016.51,0
10,What is the total amount I've spent in agricultural from 50 days ago to today?,"[[43, 1]]",193.69,0
10,What is the total amount I've spent in contracted from 50 days ago to today?,"[[46, 1], [44, 1]]",356.82,0
10,What is the total amount I've spent in business from 50 days ago to today?,"[[47, 1]]",247.11,0
10,What is the total amount I've spent in lodging from 50 days ago to today?,"[[45, 1]]",218.89,0
10,What is the total amount I've spent from 267 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1]]",3971.27,0
10,What is the total amount I've spent in agricultural from 267 days ago to today?,"[[43, 1], [37, 1], [23, 1]]",245.39,0
10,What is the total amount I've spent in contracted from 1680754307 to 1703826707?,"[[46, 1], [44, 1], [38, 1], [31, 1], [27, 1]]",756.48,0
10,What is the total amount I've spent in transportation from 267 days ago to today?,"[[39, 1], [20, 1], [16, 1]]",376.86,0
10,What is the total amount I've spent in utility from 1680754307 to 1703826707?,"[[35, 1], [28, 1], [19, 1], [17, 1]]",432.24,0
10,What is the total amount I've spent in clothing from 267 days ago to today?,"[[32, 1]]",249.69,0
10,What is the total amount I've spent in misc from 267 days ago to today?,"[[41, 1], [40, 1], [34, 1], [29, 1], [22, 1]]",711.14,0
10,What is the total amount I've spent in business from 1680754307 to 1703826707?,"[[47, 1], [42, 1]]",375.37,0
10,What is the total amount I've spent in airlines from 1680754307 to 1703826707?,"[[30, 1], [26, 1], [25, 1], [18, 1]]",323.84,0
10,What is the total amount I've spent in lodging from 1680754307 to 1703826707?,"[[45, 1], [36, 1], [33, 1]]",385.72,0
10,What is the total amount I've spent in professional from 1680754307 to 1703826707?,"[[24, 1], [21, 1]]",114.54,0
10,What is the total amount I've spent from 277 days ago to today?,"[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1]]",4518.12,0
10,What is the total amount I've spent in agricultural from 277 days ago to today?,"[[43, 1], [37, 1], [23, 1], [14, 1]]",347.13,0
10,What is the total amount I've spent in contracted from 1679890307 to 1703826707?,"[[46, 1], [44, 1], [38, 1], [31, 1], [27, 1], [12, 1]]",945.98,0
10,What is the total amount I've spent in transportation from 1679890307 to 1703826707?,"[[39, 1], [20, 1], [16, 1]]",376.86,0
10,What is the total amount I've spent in utility from 1679890307 to 1703826707?,"[[35, 1], [28, 1], [19, 1], [17, 1]]",432.24,0
10,What is the total amount I've spent in clothing from 1679890307 to 1703826707?,"[[32, 1]]",249.69,0
10,What is the total amount I've spent in misc from 277 days ago to today?,"[[41, 1], [40, 1], [34, 1], [29, 1], [22, 1]]",711.14,0
10,What is the total amount I've spent in business from 1679890307 to 1703826707?,"[[47, 1], [42, 1]]",375.37,0
10,What is the total amount I've spent in airlines from 277 days ago to today?,"[[30, 1], [26, 1], [25, 1], [18, 1]]",323.84,0
10,What is the total amount I've spent in lodging from 1679890307 to 1703826707?,"[[45, 1], [36, 1], [33, 1], [13, 1]]",556.35,0
10,What is the total amount I've spent in professional from 1679890307 to 1703826707?,"[[24, 1], [21, 1], [15, 1]]",199.52,0
10,"In the last 292 days, how much did I spend in total?","[[47, 1], [46, 1], [45, 1], [44, 1], [43, 1], [42, 1], [41, 1], [40, 1], [39, 1], [38, 1], [37, 1], [36, 1], [35, 1], [34, 1], [33, 1], [32, 1], [31, 1], [30, 1], [29, 1], [28, 1], [27, 1], [26, 1], [25, 1], [24, 1], [23, 1], [22, 1], [21, 1], [20, 1], [19, 1], [18, 1], [17, 1], [16, 1], [15, 1], [14, 1], [13, 1], [12, 1], [11, 1], [10, 1], [9, 1]]",4798.64,0
10,What is the total amount I've spent in agricultural from 1678597907 to 1703826707?,"[[43, 1], [37, 1], [23, 1], [14, 1]]",347.13,0
10,What is the total amount I've spent in contracted from 1678597907 to 1703826707?,"[[46, 1], [44, 1], [38, 1], [31, 1], [27, 1], [12, 1]]",945.98,0
10,What is the total amount I've spent in transportation from 292 days ago to today?,"[[39, 1], [20, 1], [16, 1]]",376.86,0
10,What is the total amount I've spent in utility from 292 days ago to today?,"[[35, 1], [28, 1], [19, 1], [17, 1], [11, 1]]",475.79,0
10,What is the total amount I've spent in clothing from 1678597907 to 1703826707?,"[[32, 1]]",249.69,0
10,What is the total amount I've spent in misc from 292 days ago to today?,"[[41, 1], [40, 1], [34, 1], [29, 1], [22, 1], [9, 1]]",931.8,0
10,What is the total amount I've spent in business from 1678597907 to 1703826707?,"[[47, 1], [42, 1]]",375.37,0
10,What is the total amount I've spent in airlines from 292 days ago to today?,"[[30, 1], [26, 1], [25, 1], [18, 1]]",323.84,0
10,What is the total amount I've spent in lodging from 1678597907 to 1703826707?,"[[45, 1], [36, 1], [33, 1], [13, 1], [10, 1]]",572.66,0
10,What is the total amount I've spent in professional from 292 days ago to today?,"[[24, 1], [21, 1], [15, 1]]",199.52,0
10,What is the total amount I've spent in agricultural?,"[[3, 1], [14, 1], [23, 1], [37, 1], [43, 1]]",431.72,0
10,What is the total amount I've spent in contracted?,"[[12, 1], [27, 1], [31, 1], [38, 1], [44, 1], [46, 1]]",945.98,0
10,What is the total amount I've spent in transportation?,"[[7, 1], [8, 1], [16, 1], [20, 1], [39, 1]]",511.96,0
10,What is the total amount I've spent in utility?,"[[0, 1], [1, 1], [11, 1], [17, 1], [19, 1], [28, 1], [35, 1]]",673.11,0
10,What is the total amount I've spent in clothing?,"[[6, 1], [32, 1]]",415.97,0
10,What is the total amount I've spent in misc?,"[[2, 1], [9, 1], [22, 1], [29, 1], [34, 1], [40, 1], [41, 1]]",1149.32,0
10,What is the total amount I've spent in business?,"[[4, 1], [42, 1], [47, 1]]",487.78,0
10,What is the total amount I've spent in airlines?,"[[18, 1], [25, 1], [26, 1], [30, 1]]",323.84,0
10,What is the total amount I've spent in lodging?,"[[10, 1], [13, 1], [33, 1], [36, 1], [45, 1]]",572.66,0
10,What is the total amount I've spent in professional?,"[[5, 1], [15, 1], [21, 1], [24, 1]]",315.32,0
10,"What is the total amount I've spent at Roberson, Simpson and Lozano?","[[0, 1]]",89.55,0
10,What is the total amount I've spent at Leonard LLC?,"[[1, 1]]",107.77,0
10,What is the total amount I've spent at Brown-Phillips?,"[[2, 1]]",217.52,0
10,What is the total amount I've spent at Flores-Wilkins?,"[[3, 1]]",84.59,0
10,What is the total amount I've spent at Scott-Boone?,"[[4, 1]]",112.41,0
10,What is the total amount I've spent at Lee Ltd?,"[[5, 1]]",115.8,0
10,What is the total amount I've spent at Nelson-Kramer?,"[[6, 1]]",166.28,0
10,"What is the total amount I've spent at Mitchell, Tyler and Gibson?","[[7, 1]]",3.24,0
10,"What is the total amount I've spent at Meyer, Mills and Harrell?","[[8, 1]]",131.86,0
10,What is the total amount I've spent at Marquez-Vasquez?,"[[9, 1]]",220.66,0
10,What is the total amount I've spent at Mason PLC?,"[[10, 1]]",16.31,0
10,"What is the total amount I've spent at Martin, Oliver and Simpson?","[[11, 1]]",43.55,0
10,What is the total amount I've spent at Davis Group?,"[[12, 1]]",189.5,0
10,"What is the total amount I've spent at Jones, Rogers and Berg?","[[13, 1]]",170.63,0
10,"What is the total amount I've spent at Nelson, Mullen and Winters?","[[14, 1]]",101.74,0
10,What is the total amount I've spent at Estrada-Perez?,"[[15, 1]]",84.98,0
10,What is the total amount I've spent at Vargas Inc?,"[[16, 1]]",145.8,0
10,What is the total amount I've spent at Harris-Ibarra?,"[[17, 1]]",29.98,0
10,"What is the total amount I've spent at Jones, Wood and Gutierrez?","[[18, 1]]",190.89,0
10,"What is the total amount I've spent at Hill, Whitaker and Watson?","[[19, 1]]",210.21,0
10,"What is the total amount I've spent at Mendoza, Clark and Wagner?","[[20, 1]]",117.53,0
10,What is the total amount I've spent at Alexander-Kelly?,"[[21, 1]]",34.27,0
10,"What is the total amount I've spent at Clay, Mclaughlin and Brown?","[[22, 1]]",231.3,0
10,"What is the total amount I've spent at Jackson, Mills and Hill?","[[23, 1]]",43.31,0
10,"What is the total amount I've spent at Burnett, Padilla and Hahn?","[[24, 1]]",80.27,0
10,What is the total amount I've spent at Powers Inc?,"[[25, 1]]",26.0,0
10,"What is the total amount I've spent at Mccarthy, Terry and Logan?","[[26, 1]]",78.73,0
10,What is the total amount I've spent at Taylor-Conley?,"[[27, 1]]",67.92,0
10,"What is the total amount I've spent at Lopez, Tyler and Howard?","[[28, 1]]",113.56,0
10,What is the total amount I've spent at Hooper and Sons?,"[[29, 1]]",126.35,0
10,What is the total amount I've spent at Wood-Obrien?,"[[30, 1]]",28.22,0
10,What is the total amount I've spent at Stark-Schwartz?,"[[31, 1]]",222.9,0
10,"What is the total amount I've spent at Villarreal, Jennings and Delacruz?","[[32, 1]]",249.69,0
10,"What is the total amount I've spent at Gardner, Stevens and Aguirre?","[[33, 1]]",116.39,0
10,What is the total amount I've spent at Hahn-Spence?,"[[34, 1]]",86.8,0
10,"What is the total amount I've spent at Clark, Torres and Pineda?","[[35, 1]]",78.49,0
10,What is the total amount I've spent at Jackson-Johnston?,"[[36, 1]]",50.44,0
10,"What is the total amount I've spent at Fry, Graham and Marquez?","[[37, 1]]",8.39,0
10,What is the total amount I've spent at Martinez PLC?,"[[38, 1]]",108.84,0
10,What is the total amount I've spent at Harmon PLC?,"[[39, 1]]",113.53,0
10,What is the total amount I've spent at Clements Inc?,"[[40, 1]]",202.69,0
10,What is the total amount I've spent at Zamora PLC?,"[[41, 1]]",64.0,0
10,What is the total amount I've spent at Matthews-Meadows?,"[[42, 1]]",128.26,0
10,"What is the total amount I've spent at Hill, Mckee and Sutton?","[[43, 1]]",193.69,0
10,What is the total amount I've spent at Kim-Porter?,"[[44, 1]]",182.93,0
10,What is the total amount I've spent at James-Lopez?,"[[45, 1]]",218.89,0
10,What is the total amount I've spent at Armstrong Group?,"[[46, 1]]",173.89,0
10,"What is the total amount I've spent at Powell, Ellis and Lambert?","[[47, 1]]",247.11,0
